case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000204,EVT-000126,运输节点中断-杭州-126,双供应商分单+安全库存锁定,24,30,187121.92,298995.47,0.8657,8,3,15,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-23T08:00:00+08:00
CASE-000205,EVT-000225,需求突增-苏州-225,铁路替代+延期交付,6,12,481693.12,1085983.16,0.9195,12,5,11,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-25T08:00:00+08:00
CASE-000206,EVT-000080,质量召回-武汉-080,库存重分配+客户分级沟通,24,27,161855.84,180184.99,0.5497,0,0,14,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-20T08:00:00+08:00
CASE-000207,EVT-000066,港口停运-青岛-066,库存重分配+客户分级沟通,6,30,185848.91,972609.03,0.7709,0,2,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000208,EVT-000074,质量召回-成都-074,库存重分配+客户分级沟通,6,30,103814.61,593404.64,0.7098,4,0,7,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-24T08:00:00+08:00
CASE-000209,EVT-000171,运输节点中断-武汉-171,接受短期停线+控制现金成本,0,0,489198.73,1099291.48,0.7553,4,2,5,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-31T08:00:00+08:00
CASE-000210,EVT-000233,需求突增-宁波-233,库存重分配+客户分级沟通,36,48,871951.91,793052.56,0.5665,0,0,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000211,EVT-000194,需求突增-宁波-194,紧急采购+生产计划调整,0,3,822716.59,679514.22,0.8501,0,0,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-08T08:00:00+08:00
CASE-000212,EVT-000100,供应商停产-东莞-100,紧急采购+生产计划调整,6,0,436795.76,994364.22,0.5568,0,3,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-25T08:00:00+08:00
CASE-000213,EVT-000210,台风天气-武汉-210,铁路替代+延期交付,6,6,879046.23,1063396.15,0.8538,24,1,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-05T08:00:00+08:00
CASE-000214,EVT-000150,需求突增-苏州-150,紧急采购+生产计划调整,48,48,191971.78,680921.76,0.6392,12,0,15,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-15T08:00:00+08:00
CASE-000215,EVT-000174,海关查验延误-宁波-174,接受短期停线+控制现金成本,48,48,529688.96,263998.53,0.7744,8,1,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-06T08:00:00+08:00
CASE-000216,EVT-000192,供应商停产-东莞-192,铁路替代+延期交付,0,0,86324.18,1198113.04,0.7697,48,0,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-10T08:00:00+08:00
CASE-000217,EVT-000177,台风天气-上海-177,关键订单空运+备用供应商补货,12,12,669715.34,169547.06,0.9104,4,3,17,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-02T08:00:00+08:00
CASE-000218,EVT-000058,海关查验延误-天津-058,关键订单空运+备用供应商补货,12,24,895125.68,1126642.04,0.8379,0,1,15,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-27T08:00:00+08:00
CASE-000219,EVT-000193,区域限电-宁波-193,关键订单空运+备用供应商补货,48,54,452862.64,919305.09,0.6999,8,0,18,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-19T08:00:00+08:00
CASE-000220,EVT-000111,运输节点中断-杭州-111,铁路替代+延期交付,0,3,841353.9,748162.63,0.548,0,0,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-26T08:00:00+08:00
CASE-000221,EVT-000085,区域限电-东莞-085,紧急采购+生产计划调整,0,12,236734.59,206581.08,0.7366,12,0,7,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-26T08:00:00+08:00
CASE-000222,EVT-000135,供应商停产-青岛-135,关键订单空运+备用供应商补货,36,30,233204.92,603362.5,0.744,4,0,11,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-29T08:00:00+08:00
CASE-000223,EVT-000102,运输节点中断-杭州-102,铁路替代+延期交付,0,3,71480.58,1041977.07,0.6662,0,0,18,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-09T08:00:00+08:00
CASE-000224,EVT-000055,需求突增-成都-055,库存重分配+客户分级沟通,0,0,516924.36,410066.19,0.6116,48,3,2,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-20T08:00:00+08:00
CASE-000225,EVT-000039,台风天气-合肥-039,紧急采购+生产计划调整,36,36,465427.57,636012.43,0.6005,48,3,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-13T08:00:00+08:00
CASE-000226,EVT-000020,供应商停产-上海-020,紧急采购+生产计划调整,6,30,580025.25,776555.95,0.6954,0,2,14,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-13T08:00:00+08:00
CASE-000227,EVT-000167,海关查验延误-上海-167,关键订单空运+备用供应商补货,36,60,894469.37,462954.7,0.7517,48,0,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-27T08:00:00+08:00
CASE-000228,EVT-000164,需求突增-天津-164,关键订单空运+备用供应商补货,6,30,768896.46,60144.12,0.5778,12,0,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-23T08:00:00+08:00
CASE-000229,EVT-000140,海关查验延误-上海-140,库存重分配+客户分级沟通,36,36,157027.75,1108345.67,0.8676,24,3,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-11T08:00:00+08:00
CASE-000230,EVT-000199,需求突增-上海-199,紧急采购+生产计划调整,12,24,376768.16,977913.7,0.8041,0,1,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-22T08:00:00+08:00
CASE-000231,EVT-000167,海关查验延误-上海-167,关键订单空运+备用供应商补货,6,6,685878.63,774663.68,0.5656,0,5,4,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-21T08:00:00+08:00
CASE-000232,EVT-000063,供应商停产-天津-063,双供应商分单+安全库存锁定,72,78,494214.6,96555.74,0.7935,0,0,5,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-11T08:00:00+08:00
CASE-000233,EVT-000178,区域限电-武汉-178,接受短期停线+控制现金成本,36,36,678153.44,378925.26,0.5469,0,3,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-10T08:00:00+08:00
CASE-000234,EVT-000161,区域限电-青岛-161,关键订单空运+备用供应商补货,24,24,662377.65,648439.63,0.996,0,1,16,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-30T08:00:00+08:00
CASE-000235,EVT-000238,运输节点中断-杭州-238,关键订单空运+备用供应商补货,24,30,652356.34,349585.53,0.8561,48,0,17,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-05T08:00:00+08:00
CASE-000236,EVT-000088,港口停运-天津-088,接受短期停线+控制现金成本,24,18,551911.38,920992.93,0.8855,0,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-16T08:00:00+08:00
CASE-000237,EVT-000033,运输节点中断-合肥-033,紧急采购+生产计划调整,36,39,830086.94,712376.47,0.6018,0,0,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-15T08:00:00+08:00
CASE-000238,EVT-000103,区域限电-苏州-103,铁路替代+延期交付,48,72,305174.43,1193078.35,0.8265,12,1,12,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-27T08:00:00+08:00
CASE-000239,EVT-000204,海关查验延误-上海-204,接受短期停线+控制现金成本,72,66,668861.91,1155536.99,0.8462,8,0,7,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-12T08:00:00+08:00
CASE-000240,EVT-000012,台风天气-青岛-012,铁路替代+延期交付,48,60,897192.35,1096701.26,0.7904,24,0,3,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-25T08:00:00+08:00
CASE-000241,EVT-000071,质量召回-苏州-071,库存重分配+客户分级沟通,48,60,562382.64,962866.23,0.8441,48,3,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-11T08:00:00+08:00
CASE-000242,EVT-000038,区域限电-杭州-038,双供应商分单+安全库存锁定,24,48,303001.68,1108456.18,0.7402,24,3,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-04T08:00:00+08:00
CASE-000243,EVT-000013,台风天气-苏州-013,库存重分配+客户分级沟通,12,18,399895.15,906726.29,0.6043,8,2,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-11T08:00:00+08:00
CASE-000244,EVT-000178,区域限电-武汉-178,关键订单空运+备用供应商补货,72,75,493206.27,407728.5,0.761,24,1,15,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-26T08:00:00+08:00
CASE-000245,EVT-000212,运输节点中断-合肥-212,紧急采购+生产计划调整,48,48,809141.96,199052.49,0.7378,0,0,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000246,EVT-000195,区域限电-杭州-195,铁路替代+延期交付,12,12,449076.3,799268.15,0.987,0,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-30T08:00:00+08:00
CASE-000247,EVT-000211,需求突增-杭州-211,接受短期停线+控制现金成本,12,15,534785.79,1190540.58,0.5781,0,0,0,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-03T08:00:00+08:00
CASE-000248,EVT-000016,质量召回-天津-016,接受短期停线+控制现金成本,24,24,891559.74,183226.2,0.671,12,1,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-28T08:00:00+08:00
CASE-000249,EVT-000067,质量召回-东莞-067,接受短期停线+控制现金成本,12,12,254379.53,1152865.11,0.9199,0,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-02T08:00:00+08:00
CASE-000250,EVT-000075,台风天气-武汉-075,紧急采购+生产计划调整,36,60,728222.92,660793.79,0.5737,0,0,0,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-09T08:00:00+08:00
CASE-000251,EVT-000224,港口停运-天津-224,铁路替代+延期交付,48,48,239463.01,543061.87,0.8584,0,3,12,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-01T08:00:00+08:00
CASE-000252,EVT-000080,质量召回-武汉-080,库存重分配+客户分级沟通,36,39,685567.63,836217.12,0.6175,4,0,18,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-19T08:00:00+08:00
CASE-000253,EVT-000015,运输节点中断-上海-015,关键订单空运+备用供应商补货,6,0,662070.75,138497.64,0.946,24,3,2,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-14T08:00:00+08:00
CASE-000254,EVT-000038,区域限电-杭州-038,关键订单空运+备用供应商补货,72,96,833718.48,313481.63,0.6919,0,3,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-18T08:00:00+08:00
CASE-000255,EVT-000184,海关查验延误-苏州-184,关键订单空运+备用供应商补货,12,12,198357.21,1178957.03,0.7911,0,5,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-26T08:00:00+08:00
CASE-000256,EVT-000023,海关查验延误-武汉-023,接受短期停线+控制现金成本,72,72,561834.7,1029763.58,0.566,48,1,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-28T08:00:00+08:00
CASE-000257,EVT-000212,运输节点中断-合肥-212,关键订单空运+备用供应商补货,6,30,448061.05,1197909.4,0.6406,48,2,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-28T08:00:00+08:00
CASE-000258,EVT-000040,供应商停产-苏州-040,关键订单空运+备用供应商补货,48,72,191252.41,600741.43,0.5995,0,0,14,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-15T08:00:00+08:00
CASE-000259,EVT-000046,区域限电-东莞-046,接受短期停线+控制现金成本,12,6,255161.06,1072303.69,0.524,48,0,16,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-11T08:00:00+08:00
CASE-000260,EVT-000010,台风天气-武汉-010,紧急采购+生产计划调整,36,36,182655.55,500478.85,0.6047,48,5,17,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-27T08:00:00+08:00
CASE-000261,EVT-000039,台风天气-合肥-039,库存重分配+客户分级沟通,36,36,327371.13,240801.37,0.8445,12,5,11,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-22T08:00:00+08:00
CASE-000262,EVT-000022,质量召回-成都-022,接受短期停线+控制现金成本,6,30,71634.27,204276.28,0.6771,48,0,13,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-06T08:00:00+08:00
CASE-000263,EVT-000187,质量召回-上海-187,关键订单空运+备用供应商补货,6,6,539280.73,69255.07,0.5642,12,1,18,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-05T08:00:00+08:00
CASE-000264,EVT-000093,需求突增-青岛-093,关键订单空运+备用供应商补货,72,78,271846.65,1197149.92,0.8783,12,3,6,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-23T08:00:00+08:00
CASE-000265,EVT-000104,需求突增-成都-104,库存重分配+客户分级沟通,72,72,817698.97,117537.98,0.7176,0,2,9,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-19T08:00:00+08:00
CASE-000266,EVT-000108,台风天气-杭州-108,紧急采购+生产计划调整,6,18,284933.58,504597.47,0.8458,4,2,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-11T08:00:00+08:00
CASE-000267,EVT-000226,海关查验延误-杭州-226,紧急采购+生产计划调整,6,18,694495.18,843646.71,0.6762,24,0,13,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-23T08:00:00+08:00
CASE-000268,EVT-000078,海关查验延误-成都-078,双供应商分单+安全库存锁定,36,36,681749.66,446367.39,0.9965,24,0,16,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-30T08:00:00+08:00
CASE-000269,EVT-000147,需求突增-苏州-147,接受短期停线+控制现金成本,48,60,630562.83,162131.16,0.9859,48,3,17,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-16T08:00:00+08:00
CASE-000270,EVT-000056,运输节点中断-合肥-056,库存重分配+客户分级沟通,72,84,257190.5,482866.75,0.9432,12,1,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-01T08:00:00+08:00
CASE-000271,EVT-000236,质量召回-苏州-236,关键订单空运+备用供应商补货,72,66,26563.16,296425.18,0.9615,48,0,7,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-23T08:00:00+08:00
CASE-000272,EVT-000080,质量召回-武汉-080,铁路替代+延期交付,0,6,473125.14,1091684.45,0.5829,24,5,2,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-21T08:00:00+08:00
CASE-000273,EVT-000161,区域限电-青岛-161,紧急采购+生产计划调整,12,36,527504.48,1141163.24,0.7507,0,0,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-09T08:00:00+08:00
CASE-000274,EVT-000239,台风天气-青岛-239,紧急采购+生产计划调整,6,6,789760.7,443823.63,0.8919,24,2,18,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-14T08:00:00+08:00
CASE-000275,EVT-000138,台风天气-上海-138,双供应商分单+安全库存锁定,6,12,458084.11,550146.34,0.8487,48,0,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-14T08:00:00+08:00
CASE-000276,EVT-000017,需求突增-杭州-017,紧急采购+生产计划调整,36,42,363308.46,918826.22,0.9784,0,5,12,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-11T08:00:00+08:00
CASE-000277,EVT-000056,运输节点中断-合肥-056,库存重分配+客户分级沟通,0,0,369298.23,487878.56,0.9095,24,3,9,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-16T08:00:00+08:00
CASE-000278,EVT-000107,港口停运-宁波-107,库存重分配+客户分级沟通,72,75,229028.54,148164.1,0.5592,0,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-28T08:00:00+08:00
CASE-000279,EVT-000076,海关查验延误-青岛-076,关键订单空运+备用供应商补货,6,9,719703.19,49488.12,0.7607,12,0,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-06T08:00:00+08:00
CASE-000280,EVT-000013,台风天气-苏州-013,双供应商分单+安全库存锁定,12,36,497524.73,618273.82,0.6666,24,0,18,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-25T08:00:00+08:00
CASE-000281,EVT-000014,运输节点中断-苏州-014,库存重分配+客户分级沟通,12,24,518685.06,572569.5,0.8616,8,1,4,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-25T08:00:00+08:00
CASE-000282,EVT-000002,海关查验延误-苏州-002,接受短期停线+控制现金成本,24,24,378690.31,143406.79,0.9993,4,1,5,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-28T08:00:00+08:00
CASE-000283,EVT-000098,台风天气-杭州-098,双供应商分单+安全库存锁定,6,6,163725.64,1091659.92,0.8448,12,0,16,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-02T08:00:00+08:00
CASE-000284,EVT-000134,需求突增-合肥-134,双供应商分单+安全库存锁定,36,36,90008.85,851939.19,0.6898,4,0,10,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-22T08:00:00+08:00
CASE-000285,EVT-000097,质量召回-上海-097,紧急采购+生产计划调整,36,36,774395.17,269703.11,0.8132,0,5,15,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-29T08:00:00+08:00
CASE-000286,EVT-000234,质量召回-东莞-234,紧急采购+生产计划调整,0,0,895550.87,896528.51,0.6855,0,2,3,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-06T08:00:00+08:00
CASE-000287,EVT-000100,供应商停产-东莞-100,紧急采购+生产计划调整,36,60,612945.95,976868.76,0.6805,0,3,16,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-16T08:00:00+08:00
CASE-000288,EVT-000011,台风天气-杭州-011,关键订单空运+备用供应商补货,48,42,285609.51,490489.15,0.925,8,3,9,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
CASE-000289,EVT-000160,质量召回-宁波-160,库存重分配+客户分级沟通,12,12,103639.57,49300.05,0.9688,0,2,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-22T08:00:00+08:00
CASE-000290,EVT-000115,区域限电-东莞-115,接受短期停线+控制现金成本,0,12,811837.81,1045028.12,0.9062,4,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-20T08:00:00+08:00
CASE-000291,EVT-000042,港口停运-东莞-042,紧急采购+生产计划调整,6,6,315362.73,1154121.63,0.6895,24,1,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-23T08:00:00+08:00
CASE-000292,EVT-000061,区域限电-成都-061,接受短期停线+控制现金成本,6,6,189722.49,382003.9,0.5968,48,0,5,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-08T08:00:00+08:00
CASE-000293,EVT-000171,运输节点中断-武汉-171,紧急采购+生产计划调整,72,66,229114.13,195030.44,0.6022,0,0,17,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-25T08:00:00+08:00
CASE-000294,EVT-000119,需求突增-宁波-119,双供应商分单+安全库存锁定,48,48,845216.39,528434.06,0.9759,48,5,7,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-20T08:00:00+08:00
CASE-000295,EVT-000195,区域限电-杭州-195,库存重分配+客户分级沟通,12,24,893696.51,257670.33,0.7844,24,2,14,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-15T08:00:00+08:00
CASE-000296,EVT-000122,区域限电-上海-122,双供应商分单+安全库存锁定,48,72,124062.95,1122343.52,0.526,0,0,14,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000297,EVT-000140,海关查验延误-上海-140,关键订单空运+备用供应商补货,24,30,771968.13,133345.93,0.839,0,1,17,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-27T08:00:00+08:00
CASE-000298,EVT-000088,港口停运-天津-088,双供应商分单+安全库存锁定,6,6,660763.91,454571.15,0.5973,12,2,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-25T08:00:00+08:00
CASE-000299,EVT-000237,需求突增-苏州-237,铁路替代+延期交付,48,42,93361.1,872105.35,0.733,0,2,1,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-07T08:00:00+08:00
CASE-000300,EVT-000192,供应商停产-东莞-192,铁路替代+延期交付,0,3,752139.66,1192029.66,0.5248,48,3,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-05T08:00:00+08:00
CASE-000301,EVT-000150,需求突增-苏州-150,库存重分配+客户分级沟通,36,36,531596.34,551311.2,0.9751,0,5,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-07T08:00:00+08:00
CASE-000302,EVT-000133,运输节点中断-合肥-133,接受短期停线+控制现金成本,6,6,230905.12,1076636.8,0.5844,0,0,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-06T08:00:00+08:00
CASE-000303,EVT-000141,港口停运-东莞-141,铁路替代+延期交付,36,30,144770.05,314707.13,0.5979,0,0,11,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-22T08:00:00+08:00
CASE-000304,EVT-000070,港口停运-宁波-070,紧急采购+生产计划调整,72,66,763855.37,830389.32,0.9122,4,0,15,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-06T08:00:00+08:00
CASE-000305,EVT-000232,供应商停产-天津-232,双供应商分单+安全库存锁定,6,9,881905.64,902983.21,0.8632,0,0,11,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-21T08:00:00+08:00
