event_id,event_type,event_title,severity,risk_score,location,affected_supplier_id,affected_material_id,affected_route,estimated_delay_hours,event_status,started_at,resolved_at,description,updated_at
EVT-000194,demand_surge,需求突增-宁波-194,medium,63,天津,SUP-024,MAT-0200,杭州至天津,24,escalated,2025-07-28T03:00:00+08:00,2025-08-06T11:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-28T12:00:00+08:00
EVT-000195,power_shortage,区域限电-杭州-195,medium,58,青岛,SUP-022,MAT-0152,苏州至上海,48,escalated,2025-11-01T05:00:00+08:00,2025-11-03T14:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-03T14:00:00+08:00
EVT-000196,customs_delay,海关查验延误-天津-196,low,29,合肥,SUP-005,MAT-0127,合肥至青岛,168,active,2026-01-15T01:00:00+08:00,2026-01-24T08:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-15T10:00:00+08:00
EVT-000197,customs_delay,海关查验延误-东莞-197,medium,67,青岛,SUP-011,MAT-0224,上海至天津,36,resolved,2025-07-26T19:00:00+08:00,2025-08-01T05:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-28T09:00:00+08:00
EVT-000198,supplier_shutdown,供应商停产-青岛-198,medium,54,宁波,SUP-011,MAT-0080,上海至成都,48,resolved,2025-10-26T13:00:00+08:00,2025-11-01T04:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-29T13:00:00+08:00
EVT-000199,demand_surge,需求突增-上海-199,medium,60,天津,SUP-048,MAT-0057,成都至宁波,36,resolved,2026-05-19T14:00:00+08:00,2026-05-23T01:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-21T03:00:00+08:00
EVT-000200,port_shutdown,港口停运-苏州-200,medium,52,东莞,SUP-030,MAT-0147,天津至武汉,12,resolved,2025-07-18T03:00:00+08:00,2025-07-23T04:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-19T01:00:00+08:00
EVT-000201,quality_recall,质量召回-宁波-201,medium,53,苏州,SUP-031,MAT-0062,上海至上海,24,monitoring,2025-08-11T17:00:00+08:00,2025-08-14T06:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-14T01:00:00+08:00
EVT-000202,typhoon,台风天气-武汉-202,low,43,杭州,SUP-009,MAT-0061,青岛至天津,36,active,2026-03-04T16:00:00+08:00,2026-03-08T18:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-06T15:00:00+08:00
EVT-000203,demand_surge,需求突增-天津-203,high,83,武汉,SUP-048,MAT-0006,成都至杭州,24,resolved,2026-03-04T23:00:00+08:00,2026-03-08T11:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-06T12:00:00+08:00
EVT-000204,customs_delay,海关查验延误-上海-204,critical,91,东莞,SUP-058,MAT-0232,成都至武汉,12,active,2026-02-04T23:00:00+08:00,2026-02-05T09:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-06T01:00:00+08:00
EVT-000205,power_shortage,区域限电-苏州-205,critical,88,青岛,SUP-028,MAT-0081,成都至合肥,6,resolved,2026-01-04T07:00:00+08:00,2026-01-07T23:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-06T20:00:00+08:00
EVT-000206,port_shutdown,港口停运-成都-206,high,72,青岛,SUP-007,MAT-0066,东莞至东莞,24,monitoring,2025-07-31T11:00:00+08:00,2025-08-02T02:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-01T08:00:00+08:00
EVT-000207,customs_delay,海关查验延误-青岛-207,critical,91,成都,SUP-011,MAT-0082,上海至天津,36,resolved,2025-11-10T14:00:00+08:00,2025-11-17T14:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-11T19:00:00+08:00
EVT-000208,customs_delay,海关查验延误-苏州-208,medium,55,天津,SUP-013,MAT-0024,宁波至青岛,72,resolved,2026-02-18T16:00:00+08:00,2026-02-25T22:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-20T08:00:00+08:00
EVT-000209,typhoon,台风天气-合肥-209,high,78,苏州,SUP-041,MAT-0086,上海至上海,48,active,2025-11-01T07:00:00+08:00,2025-11-03T15:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-01T21:00:00+08:00
EVT-000210,typhoon,台风天气-武汉-210,high,78,宁波,SUP-049,MAT-0021,青岛至杭州,6,resolved,2026-04-02T05:00:00+08:00,2026-04-05T04:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-05T04:00:00+08:00
EVT-000211,demand_surge,需求突增-杭州-211,low,35,东莞,SUP-033,MAT-0096,宁波至青岛,12,resolved,2026-04-26T02:00:00+08:00,2026-04-28T12:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-27T23:00:00+08:00
EVT-000212,route_blockage,运输节点中断-合肥-212,low,26,成都,SUP-023,MAT-0182,宁波至天津,24,resolved,2025-12-27T11:00:00+08:00,2025-12-28T08:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-28T22:00:00+08:00
EVT-000213,power_shortage,区域限电-武汉-213,medium,51,苏州,SUP-010,MAT-0240,天津至东莞,72,monitoring,2025-07-26T06:00:00+08:00,2025-07-29T08:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-27T11:00:00+08:00
EVT-000214,power_shortage,区域限电-宁波-214,high,79,杭州,SUP-045,MAT-0188,合肥至成都,6,resolved,2025-08-30T05:00:00+08:00,2025-09-01T00:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-31T22:00:00+08:00
EVT-000215,customs_delay,海关查验延误-合肥-215,medium,67,武汉,SUP-044,MAT-0122,杭州至武汉,168,resolved,2025-07-19T10:00:00+08:00,2025-07-20T20:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-21T17:00:00+08:00
EVT-000216,route_blockage,运输节点中断-宁波-216,medium,69,上海,SUP-008,MAT-0158,成都至东莞,72,resolved,2025-12-11T17:00:00+08:00,2025-12-19T16:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-14T01:00:00+08:00
EVT-000217,route_blockage,运输节点中断-天津-217,medium,56,成都,SUP-048,MAT-0059,成都至杭州,48,resolved,2025-11-05T01:00:00+08:00,2025-11-11T12:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-07T01:00:00+08:00
EVT-000218,port_shutdown,港口停运-青岛-218,medium,59,成都,SUP-047,MAT-0070,东莞至成都,48,resolved,2026-01-22T00:00:00+08:00,2026-01-27T05:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-22T10:00:00+08:00
EVT-000219,route_blockage,运输节点中断-成都-219,high,74,武汉,SUP-003,MAT-0035,宁波至武汉,6,active,2025-10-02T07:00:00+08:00,2025-10-06T14:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-02T14:00:00+08:00
EVT-000220,customs_delay,海关查验延误-杭州-220,high,73,青岛,SUP-009,MAT-0182,青岛至合肥,72,resolved,2025-12-27T22:00:00+08:00,2025-12-28T07:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-29T03:00:00+08:00
EVT-000221,route_blockage,运输节点中断-武汉-221,medium,56,成都,SUP-030,MAT-0001,天津至宁波,96,monitoring,2025-12-14T15:00:00+08:00,2025-12-20T08:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-17T08:00:00+08:00
EVT-000222,quality_recall,质量召回-青岛-222,critical,90,成都,SUP-024,MAT-0035,杭州至宁波,12,escalated,2025-08-09T18:00:00+08:00,2025-08-18T11:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-10T12:00:00+08:00
EVT-000223,power_shortage,区域限电-合肥-223,high,75,东莞,SUP-031,MAT-0190,上海至杭州,36,resolved,2025-10-26T18:00:00+08:00,2025-11-01T22:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-28T14:00:00+08:00
EVT-000224,port_shutdown,港口停运-天津-224,high,72,合肥,SUP-013,MAT-0055,宁波至苏州,24,resolved,2026-05-17T10:00:00+08:00,2026-05-25T18:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-18T19:00:00+08:00
EVT-000225,demand_surge,需求突增-苏州-225,medium,57,合肥,SUP-006,MAT-0107,武汉至苏州,48,resolved,2025-12-31T15:00:00+08:00,2026-01-06T08:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-03T10:00:00+08:00
EVT-000226,customs_delay,海关查验延误-杭州-226,medium,56,杭州,SUP-044,MAT-0206,杭州至天津,96,resolved,2026-01-04T00:00:00+08:00,2026-01-06T17:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-05T21:00:00+08:00
EVT-000227,supplier_shutdown,供应商停产-上海-227,low,40,合肥,SUP-040,MAT-0065,天津至成都,168,monitoring,2026-02-21T01:00:00+08:00,2026-02-28T22:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-23T18:00:00+08:00
EVT-000228,route_blockage,运输节点中断-东莞-228,high,72,上海,SUP-011,MAT-0014,上海至成都,96,resolved,2026-05-13T01:00:00+08:00,2026-05-21T07:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-15T06:00:00+08:00
EVT-000229,typhoon,台风天气-合肥-229,medium,50,成都,SUP-048,MAT-0158,成都至天津,168,active,2026-05-14T12:00:00+08:00,2026-05-22T09:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-14T23:00:00+08:00
EVT-000230,route_blockage,运输节点中断-成都-230,low,41,杭州,SUP-058,MAT-0189,成都至合肥,6,monitoring,2026-01-11T16:00:00+08:00,2026-01-13T23:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-12T18:00:00+08:00
EVT-000231,route_blockage,运输节点中断-天津-231,medium,51,苏州,SUP-006,MAT-0197,武汉至合肥,168,monitoring,2026-05-14T09:00:00+08:00,2026-05-19T07:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-15T21:00:00+08:00
EVT-000232,supplier_shutdown,供应商停产-天津-232,medium,59,上海,SUP-048,MAT-0044,成都至武汉,48,monitoring,2025-08-22T07:00:00+08:00,2025-08-25T13:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-22T20:00:00+08:00
EVT-000233,demand_surge,需求突增-宁波-233,medium,55,青岛,SUP-015,MAT-0198,合肥至青岛,72,resolved,2025-07-05T18:00:00+08:00,2025-07-09T09:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-08T03:00:00+08:00
EVT-000234,quality_recall,质量召回-东莞-234,medium,69,杭州,SUP-013,MAT-0129,宁波至上海,48,monitoring,2026-05-01T01:00:00+08:00,2026-05-09T03:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-01T17:00:00+08:00
EVT-000235,supplier_shutdown,供应商停产-苏州-235,high,78,天津,SUP-011,MAT-0166,上海至宁波,72,resolved,2025-07-14T04:00:00+08:00,2025-07-23T23:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-15T10:00:00+08:00
EVT-000236,quality_recall,质量召回-苏州-236,high,74,合肥,SUP-051,MAT-0140,上海至宁波,6,resolved,2025-12-25T01:00:00+08:00,2025-12-31T10:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-26T06:00:00+08:00
EVT-000237,demand_surge,需求突增-苏州-237,medium,64,合肥,SUP-014,MAT-0122,杭州至武汉,96,resolved,2026-03-04T18:00:00+08:00,2026-03-07T13:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-05T10:00:00+08:00
EVT-000238,route_blockage,运输节点中断-杭州-238,high,72,宁波,SUP-019,MAT-0034,青岛至武汉,168,resolved,2026-01-04T04:00:00+08:00,2026-01-10T12:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-04T22:00:00+08:00
EVT-000239,typhoon,台风天气-青岛-239,high,83,东莞,SUP-038,MAT-0178,成都至成都,168,resolved,2026-06-02T01:00:00+08:00,2026-06-11T11:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-03T20:00:00+08:00
EVT-000240,route_blockage,运输节点中断-宁波-240,medium,52,天津,SUP-046,MAT-0159,武汉至天津,36,active,2025-12-14T06:00:00+08:00,2025-12-22T23:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-16T12:00:00+08:00
