case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000202,EVT-000045,质量召回-天津-045,铁路替代+延期交付,48,17.11,709991.52,590316.38,0.8639,10,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-24T08:00:00+08:00
CASE-000203,EVT-000106,需求突增-苏州-106,双供应商分单+安全库存锁定,48,56.39,269425.17,252982.89,0.6554,32,2,12,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-16T08:00:00+08:00
CASE-000204,EVT-000087,区域限电-武汉-087,双供应商分单+安全库存锁定,12,11.17,599877.42,768716.33,0.95,22,2,8,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-23T08:00:00+08:00
CASE-000205,EVT-000213,区域限电-武汉-213,铁路替代+延期交付,6,9.65,624708.73,938290.92,0.6478,42,3,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-07T08:00:00+08:00
CASE-000206,EVT-000090,港口停运-武汉-090,双供应商分单+安全库存锁定,72,96.23,235813.87,310748.35,0.5782,25,3,14,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-24T08:00:00+08:00
CASE-000207,EVT-000020,供应商停产-上海-020,铁路替代+延期交付,12,10.36,465330.93,284555.21,0.8665,14,4,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000208,EVT-000161,区域限电-青岛-161,接受短期停线+控制现金成本,72,50.14,277275.35,295037.34,0.6127,35,3,11,partial_success,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000209,EVT-000214,区域限电-宁波-214,库存重分配+客户分级沟通,72,50.73,627549.84,563958.92,0.9531,3,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-26T08:00:00+08:00
CASE-000210,EVT-000181,质量召回-青岛-181,铁路替代+延期交付,36,24.3,658006.58,675170.67,0.8363,11,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000211,EVT-000124,区域限电-上海-124,库存重分配+客户分级沟通,24,27.07,377959.79,426770.46,0.7964,14,2,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-20T08:00:00+08:00
CASE-000212,EVT-000101,台风天气-成都-101,关键订单空运+备用供应商补货,72,54.95,430291.4,461568.62,0.863,14,2,8,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000213,EVT-000207,海关查验延误-青岛-207,铁路替代+延期交付,36,25.44,717805.07,693750.65,0.7961,27,2,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-07T08:00:00+08:00
CASE-000214,EVT-000019,需求突增-杭州-019,双供应商分单+安全库存锁定,36,41.64,165777.9,143054.52,0.8348,25,0,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-05T08:00:00+08:00
CASE-000215,EVT-000148,需求突增-武汉-148,双供应商分单+安全库存锁定,6,2.77,52140.78,34441.02,1.0,9,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-07T08:00:00+08:00
CASE-000216,EVT-000134,需求突增-合肥-134,双供应商分单+安全库存锁定,72,53.96,152948.85,147015.96,0.7503,21,1,7,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-12T08:00:00+08:00
CASE-000217,EVT-000088,港口停运-天津-088,关键订单空运+备用供应商补货,6,8.91,396777.34,517478.72,0.52,23,1,9,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000218,EVT-000152,海关查验延误-苏州-152,库存重分配+客户分级沟通,6,7.32,538017.08,602768.66,0.8368,24,0,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-30T08:00:00+08:00
CASE-000219,EVT-000187,质量召回-上海-187,库存重分配+客户分级沟通,12,10.73,664520.78,312638.97,0.7343,20,1,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-04T08:00:00+08:00
CASE-000220,EVT-000214,区域限电-宁波-214,库存重分配+客户分级沟通,72,106.28,284933.58,371226.2,0.5752,41,4,14,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-26T08:00:00+08:00
CASE-000221,EVT-000167,海关查验延误-上海-167,紧急采购+生产计划调整,36,46.34,220892.06,218034.69,0.665,18,1,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-12T08:00:00+08:00
CASE-000222,EVT-000057,区域限电-宁波-057,紧急采购+生产计划调整,36,27.71,621395.83,649767.78,0.7005,14,2,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-16T08:00:00+08:00
CASE-000223,EVT-000056,运输节点中断-合肥-056,库存重分配+客户分级沟通,24,17.8,814085.53,344932.26,1.0,0,2,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-05T08:00:00+08:00
CASE-000224,EVT-000002,海关查验延误-苏州-002,接受短期停线+控制现金成本,12,9.38,108564.98,105876.99,0.9417,15,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-23T08:00:00+08:00
CASE-000225,EVT-000018,台风天气-东莞-018,铁路替代+延期交付,72,24.06,135325.81,132601.7,0.935,0,0,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-05T08:00:00+08:00
CASE-000226,EVT-000145,供应商停产-苏州-145,双供应商分单+安全库存锁定,6,5.79,25108.07,34282.82,0.7817,14,1,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-20T08:00:00+08:00
CASE-000227,EVT-000160,质量召回-宁波-160,紧急采购+生产计划调整,6,3.64,493327.86,328362.35,0.9035,0,0,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-14T08:00:00+08:00
CASE-000228,EVT-000017,需求突增-杭州-017,紧急采购+生产计划调整,12,10.26,214533.78,175033.17,0.7792,1,1,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-19T08:00:00+08:00
CASE-000229,EVT-000174,海关查验延误-宁波-174,紧急采购+生产计划调整,36,26.49,444175.43,482694.83,0.9044,6,2,7,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-22T08:00:00+08:00
CASE-000230,EVT-000178,区域限电-武汉-178,关键订单空运+备用供应商补货,48,45.74,59377.41,56254.9,0.6247,15,3,13,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-07T08:00:00+08:00
CASE-000231,EVT-000006,运输节点中断-合肥-006,紧急采购+生产计划调整,24,6.0,208305.7,96073.64,1.0,0,1,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-14T08:00:00+08:00
CASE-000232,EVT-000048,区域限电-青岛-048,紧急采购+生产计划调整,12,13.03,470319.93,426738.97,0.795,26,3,12,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-05T08:00:00+08:00
CASE-000233,EVT-000119,需求突增-宁波-119,库存重分配+客户分级沟通,72,77.05,34093.71,44801.77,0.6345,47,1,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-29T08:00:00+08:00
CASE-000234,EVT-000130,海关查验延误-成都-130,双供应商分单+安全库存锁定,36,36.45,782761.48,936470.37,0.8519,8,2,6,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-03T08:00:00+08:00
CASE-000235,EVT-000198,供应商停产-青岛-198,紧急采购+生产计划调整,48,42.79,440609.36,499629.21,0.7565,19,1,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-21T08:00:00+08:00
CASE-000236,EVT-000176,供应商停产-成都-176,紧急采购+生产计划调整,6,6.17,583254.47,869069.46,0.641,12,2,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-09T08:00:00+08:00
CASE-000237,EVT-000212,运输节点中断-合肥-212,接受短期停线+控制现金成本,48,28.07,823151.97,507740.67,0.9385,17,1,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-06T08:00:00+08:00
CASE-000238,EVT-000100,供应商停产-东莞-100,紧急采购+生产计划调整,24,12.9,830195.09,1043385.92,0.8092,21,0,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-22T08:00:00+08:00
CASE-000239,EVT-000188,海关查验延误-上海-188,关键订单空运+备用供应商补货,12,13.8,241573.38,271295.28,0.8044,16,2,15,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-27T08:00:00+08:00
CASE-000240,EVT-000135,供应商停产-青岛-135,关键订单空运+备用供应商补货,72,84.21,372715.64,283899.21,0.9147,7,1,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-10T08:00:00+08:00
CASE-000241,EVT-000204,海关查验延误-上海-204,双供应商分单+安全库存锁定,12,16.05,144188.84,195813.09,0.841,22,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
CASE-000242,EVT-000145,供应商停产-苏州-145,铁路替代+延期交付,12,17.37,341217.23,305983.95,0.5824,9,4,13,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-07T08:00:00+08:00
CASE-000243,EVT-000143,质量召回-苏州-143,关键订单空运+备用供应商补货,12,15.37,185963.63,229002.31,0.8202,20,3,11,partial_success,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-07T08:00:00+08:00
CASE-000244,EVT-000209,台风天气-合肥-209,双供应商分单+安全库存锁定,36,79.26,717938.7,1218423.33,0.52,45,2,15,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-01T08:00:00+08:00
CASE-000245,EVT-000116,区域限电-东莞-116,关键订单空运+备用供应商补货,48,39.98,597208.48,549826.56,1.0,14,1,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-25T08:00:00+08:00
CASE-000246,EVT-000064,质量召回-天津-064,双供应商分单+安全库存锁定,48,26.06,771968.13,515276.32,1.0,0,1,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-03T08:00:00+08:00
CASE-000247,EVT-000043,运输节点中断-天津-043,铁路替代+延期交付,24,10.65,131410.56,91565.64,0.9824,18,2,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000248,EVT-000093,需求突增-青岛-093,双供应商分单+安全库存锁定,72,98.83,62189.87,76550.86,0.591,31,3,11,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-12T08:00:00+08:00
CASE-000249,EVT-000120,供应商停产-天津-120,库存重分配+客户分级沟通,48,34.99,865099.15,716804.88,0.788,30,1,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-25T08:00:00+08:00
CASE-000250,EVT-000149,海关查验延误-上海-149,接受短期停线+控制现金成本,36,22.51,155031.49,148021.66,0.9334,9,0,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-12T08:00:00+08:00
CASE-000251,EVT-000178,区域限电-武汉-178,接受短期停线+控制现金成本,6,6.96,122818.47,134171.22,0.8151,17,1,6,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-15T08:00:00+08:00
CASE-000252,EVT-000043,运输节点中断-天津-043,铁路替代+延期交付,48,43.49,175241.48,197917.99,0.6642,11,2,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-20T08:00:00+08:00
CASE-000253,EVT-000214,区域限电-宁波-214,关键订单空运+备用供应商补货,12,12.74,833932.73,625100.86,0.8475,8,1,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-05T08:00:00+08:00
CASE-000254,EVT-000107,港口停运-宁波-107,接受短期停线+控制现金成本,6,8.72,377887.98,478318.9,0.638,29,5,21,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-10T08:00:00+08:00
CASE-000255,EVT-000067,质量召回-东莞-067,铁路替代+延期交付,36,48.83,94053.0,149403.53,0.6865,25,3,11,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-11T08:00:00+08:00
CASE-000256,EVT-000234,质量召回-东莞-234,库存重分配+客户分级沟通,24,37.29,833117.12,1024561.62,0.8498,19,3,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-18T08:00:00+08:00
CASE-000257,EVT-000208,海关查验延误-苏州-208,双供应商分单+安全库存锁定,24,11.47,405443.93,205879.82,0.8017,3,1,4,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-01T08:00:00+08:00
CASE-000258,EVT-000219,运输节点中断-成都-219,接受短期停线+控制现金成本,48,74.17,313628.41,430345.81,0.6092,18,0,6,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-15T08:00:00+08:00
CASE-000259,EVT-000190,区域限电-武汉-190,铁路替代+延期交付,72,59.22,740671.5,410465.02,0.8235,12,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-22T08:00:00+08:00
CASE-000260,EVT-000048,区域限电-青岛-048,接受短期停线+控制现金成本,12,12.62,420726.3,497058.85,0.7088,20,3,12,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-30T08:00:00+08:00
CASE-000261,EVT-000105,港口停运-天津-105,紧急采购+生产计划调整,12,9.9,584298.07,245405.19,0.9717,14,1,3,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-29T08:00:00+08:00
CASE-000262,EVT-000226,海关查验延误-杭州-226,库存重分配+客户分级沟通,12,17.25,773696.53,1216043.49,0.5901,37,2,11,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-06T08:00:00+08:00
CASE-000263,EVT-000227,供应商停产-上海-227,双供应商分单+安全库存锁定,36,30.62,347210.02,344246.6,0.8492,17,1,11,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-17T08:00:00+08:00
CASE-000264,EVT-000233,需求突增-宁波-233,库存重分配+客户分级沟通,6,8.09,565768.96,657835.5,0.7744,11,3,12,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-08T08:00:00+08:00
CASE-000265,EVT-000096,供应商停产-武汉-096,双供应商分单+安全库存锁定,72,97.33,879239.54,756243.4,0.6684,23,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
CASE-000266,EVT-000161,区域限电-青岛-161,库存重分配+客户分级沟通,12,14.12,318609.7,345903.78,0.7911,16,1,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000267,EVT-000173,港口停运-东莞-173,铁路替代+延期交付,72,80.15,555966.29,649957.0,0.52,48,2,14,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-09T08:00:00+08:00
CASE-000268,EVT-000183,台风天气-成都-183,关键订单空运+备用供应商补货,6,4.54,642132.02,596069.95,1.0,20,1,3,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-08T08:00:00+08:00
CASE-000269,EVT-000185,需求突增-东莞-185,双供应商分单+安全库存锁定,72,24.61,627587.09,475090.89,1.0,11,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-06T08:00:00+08:00
CASE-000270,EVT-000203,需求突增-天津-203,铁路替代+延期交付,72,65.09,341672.54,407839.02,0.7829,18,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-12T08:00:00+08:00
CASE-000271,EVT-000124,区域限电-上海-124,紧急采购+生产计划调整,12,4.74,164245.28,149584.84,1.0,0,0,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-12T08:00:00+08:00
CASE-000272,EVT-000190,区域限电-武汉-190,紧急采购+生产计划调整,72,94.58,141826.56,193595.17,0.5492,28,3,13,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-26T08:00:00+08:00
CASE-000273,EVT-000085,区域限电-东莞-085,库存重分配+客户分级沟通,72,57.53,710185.82,488749.63,0.8954,0,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-26T08:00:00+08:00
CASE-000274,EVT-000044,海关查验延误-东莞-044,双供应商分单+安全库存锁定,72,111.67,746336.16,1207280.59,0.5808,58,4,15,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-18T08:00:00+08:00
CASE-000275,EVT-000141,港口停运-东莞-141,紧急采购+生产计划调整,48,24.45,133300.09,94901.49,0.8335,16,2,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-02T08:00:00+08:00
CASE-000276,EVT-000207,海关查验延误-青岛-207,紧急采购+生产计划调整,36,23.74,66894.31,44334.12,0.9668,18,0,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-17T08:00:00+08:00
CASE-000277,EVT-000098,台风天气-杭州-098,关键订单空运+备用供应商补货,36,63.86,722563.41,1014254.28,0.6185,27,3,13,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-17T08:00:00+08:00
CASE-000278,EVT-000181,质量召回-青岛-181,接受短期停线+控制现金成本,48,39.6,823842.03,871908.29,0.818,0,1,3,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-04T08:00:00+08:00
CASE-000279,EVT-000232,供应商停产-天津-232,铁路替代+延期交付,24,5.81,202299.94,131228.54,1.0,3,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-04T08:00:00+08:00
CASE-000280,EVT-000158,区域限电-青岛-158,铁路替代+延期交付,6,4.67,810792.71,588941.04,0.9822,0,1,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-27T08:00:00+08:00
CASE-000281,EVT-000040,供应商停产-苏州-040,铁路替代+延期交付,48,48.43,69952.72,56085.99,0.6666,20,0,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-16T08:00:00+08:00
CASE-000282,EVT-000114,运输节点中断-宁波-114,关键订单空运+备用供应商补货,6,8.32,133861.33,177272.29,0.6764,37,3,13,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-25T08:00:00+08:00
CASE-000283,EVT-000208,海关查验延误-苏州-208,铁路替代+延期交付,48,14.25,409315.85,171912.66,0.8895,0,1,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-23T08:00:00+08:00
CASE-000284,EVT-000072,港口停运-东莞-072,关键订单空运+备用供应商补货,36,41.77,321925.74,335156.87,0.6735,22,3,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-27T08:00:00+08:00
CASE-000285,EVT-000027,质量召回-苏州-027,接受短期停线+控制现金成本,48,45.26,737722.91,679610.57,0.8065,21,0,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-03T08:00:00+08:00
CASE-000286,EVT-000157,质量召回-宁波-157,紧急采购+生产计划调整,6,4.07,450722.07,594971.05,0.8295,15,2,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-25T08:00:00+08:00
CASE-000287,EVT-000112,供应商停产-东莞-112,库存重分配+客户分级沟通,6,2.24,71945.71,32966.43,0.9027,5,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-29T08:00:00+08:00
CASE-000288,EVT-000002,海关查验延误-苏州-002,关键订单空运+备用供应商补货,72,91.1,455340.17,661173.37,0.6205,24,4,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-06T08:00:00+08:00
CASE-000289,EVT-000205,区域限电-苏州-205,库存重分配+客户分级沟通,24,33.45,299468.8,439226.49,0.6893,21,3,12,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-24T08:00:00+08:00
CASE-000290,EVT-000231,运输节点中断-天津-231,接受短期停线+控制现金成本,12,12.57,644321.31,577861.93,0.7828,3,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-18T08:00:00+08:00
CASE-000291,EVT-000045,质量召回-天津-045,接受短期停线+控制现金成本,48,57.63,23494.24,17822.45,0.7499,23,2,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-23T08:00:00+08:00
CASE-000292,EVT-000228,运输节点中断-东莞-228,库存重分配+客户分级沟通,12,17.1,739411.15,871915.33,0.8395,28,1,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-21T08:00:00+08:00
CASE-000293,EVT-000187,质量召回-上海-187,紧急采购+生产计划调整,72,90.2,764458.81,898240.79,0.52,37,5,18,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-09T08:00:00+08:00
CASE-000294,EVT-000113,供应商停产-东莞-113,接受短期停线+控制现金成本,48,72.11,134446.97,166013.42,0.5542,30,2,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-17T08:00:00+08:00
CASE-000295,EVT-000191,台风天气-合肥-191,双供应商分单+安全库存锁定,6,5.15,779472.82,608919.79,0.891,4,1,8,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-10T08:00:00+08:00
CASE-000296,EVT-000038,区域限电-杭州-038,紧急采购+生产计划调整,72,49.59,605175.33,600280.31,0.8567,19,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-15T08:00:00+08:00
CASE-000297,EVT-000110,台风天气-杭州-110,紧急采购+生产计划调整,48,62.16,729151.61,703483.87,0.9318,14,3,6,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-12T08:00:00+08:00
CASE-000298,EVT-000019,需求突增-杭州-019,接受短期停线+控制现金成本,72,117.78,700045.71,1047002.36,0.6139,42,4,19,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-03T08:00:00+08:00
CASE-000299,EVT-000117,港口停运-上海-117,铁路替代+延期交付,6,5.36,520837.03,632734.48,0.7688,27,3,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-20T08:00:00+08:00
CASE-000300,EVT-000009,需求突增-成都-009,库存重分配+客户分级沟通,48,57.45,642247.29,641178.16,0.7141,22,3,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-09T08:00:00+08:00
CASE-000301,EVT-000111,运输节点中断-杭州-111,紧急采购+生产计划调整,24,41.12,445224.35,674407.51,0.7172,21,1,12,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-14T08:00:00+08:00
CASE-000302,EVT-000178,区域限电-武汉-178,接受短期停线+控制现金成本,12,20.96,869766.05,1648854.23,0.52,32,3,15,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
